u,v,x,y,z
2.454545454545454808e-01,2.142857142857143016e-01,4.646046973205426589e-01,0.000000000000000000e+00,4.322250639386191473e-01
2.454545454545454808e-01,3.285714285714286254e-01,4.646046973205426589e-01,0.000000000000000000e+00,1.457142857142857739e+00
2.454545454545454808e-01,4.428571428571428381e-01,4.646046973205426589e-01,0.000000000000000000e+00,2.485714285714285765e+00
2.454545454545454808e-01,5.571428571428571619e-01,4.646046973205427144e-01,0.000000000000000000e+00,3.514285714285715123e+00
2.454545454545454808e-01,6.714285714285714857e-01,4.646046973205426589e-01,0.000000000000000000e+00,4.542857142857142705e+00
2.454545454545454808e-01,7.857142857142856984e-01,4.646046973205427144e-01,0.000000000000000000e+00,5.567774936061381297e+00
2.454545454545454808e-01,9.000000000000000222e-01,4.646046973205427144e-01,0.000000000000000000e+00,6.000000000000000888e+00
3.181818181818182323e-01,1.000000000000000056e-01,8.966942148760331799e-01,1.487603305785126229e-01,0.000000000000000000e+00
3.181818181818182323e-01,2.142857142857143016e-01,8.966942148760334019e-01,1.487603305785126229e-01,4.322250639386192028e-01
3.181818181818182323e-01,3.285714285714286254e-01,8.966942148760332909e-01,1.487603305785126506e-01,1.457142857142857739e+00
3.181818181818182323e-01,4.428571428571428381e-01,8.966942148760332909e-01,1.487603305785126229e-01,2.485714285714285765e+00
3.181818181818182323e-01,5.571428571428571619e-01,8.966942148760331799e-01,1.487603305785126229e-01,3.514285714285713791e+00
3.181818181818182323e-01,6.714285714285714857e-01,8.966942148760332909e-01,1.487603305785126229e-01,4.542857142857144481e+00
3.181818181818182323e-01,7.857142857142856984e-01,8.966942148760331799e-01,1.487603305785125951e-01,5.567774936061382185e+00
3.181818181818182323e-01,9.000000000000000222e-01,8.966942148760331799e-01,1.487603305785126229e-01,5.999999999999999112e+00
3.909090909090909838e-01,1.000000000000000056e-01,9.919008264462808588e-01,6.191735537190087291e-01,0.000000000000000000e+00
3.909090909090909838e-01,2.142857142857143016e-01,9.919008264462808588e-01,6.191735537190087291e-01,4.322250639386192028e-01
3.909090909090909838e-01,3.285714285714286254e-01,9.919008264462807478e-01,6.191735537190087291e-01,1.457142857142857739e+00
3.909090909090909838e-01,4.428571428571428381e-01,9.919008264462808588e-01,6.191735537190088401e-01,2.485714285714285321e+00
3.909090909090909838e-01,5.571428571428571619e-01,9.919008264462808588e-01,6.191735537190086180e-01,3.514285714285714235e+00
3.909090909090909838e-01,6.714285714285714857e-01,9.919008264462808588e-01,6.191735537190088401e-01,4.542857142857143593e+00
3.909090909090909838e-01,7.857142857142856984e-01,9.919008264462809699e-01,6.191735537190088401e-01,5.567774936061382185e+00
3.909090909090909838e-01,9.000000000000000222e-01,9.919008264462808588e-01,6.191735537190088401e-01,6.000000000000000000e+00
4.636363636363637353e-01,1.000000000000000056e-01,7.485950413223134703e-01,9.576859504132233525e-01,0.000000000000000000e+00
4.636363636363637353e-01,2.142857142857143016e-01,7.485950413223135813e-01,9.576859504132233525e-01,4.322250639386191473e-01
4.636363636363637353e-01,3.285714285714286254e-01,7.485950413223134703e-01,9.576859504132234635e-01,1.457142857142857961e+00
4.636363636363637353e-01,4.428571428571428381e-01,7.485950413223135813e-01,9.576859504132234635e-01,2.485714285714285765e+00
4.636363636363637353e-01,5.571428571428571619e-01,7.485950413223134703e-01,9.576859504132232415e-01,3.514285714285713791e+00
4.636363636363637353e-01,6.714285714285714857e-01,7.485950413223134703e-01,9.576859504132233525e-01,4.542857142857144481e+00
4.636363636363637353e-01,7.857142857142856984e-01,7.485950413223134703e-01,9.576859504132234635e-01,5.567774936061382185e+00
4.636363636363637353e-01,9.000000000000000222e-01,7.485950413223134703e-01,9.576859504132233525e-01,6.000000000000000000e+00
5.363636363636363757e-01,1.000000000000000056e-01,2.514049586776858636e-01,9.576859504132231304e-01,0.000000000000000000e+00
5.363636363636363757e-01,2.142857142857143016e-01,2.514049586776859191e-01,9.576859504132232415e-01,4.322250639386191473e-01
5.363636363636363757e-01,3.285714285714286254e-01,2.514049586776859191e-01,9.576859504132231304e-01,1.457142857142857739e+00
5.363636363636363757e-01,4.428571428571428381e-01,2.514049586776858636e-01,9.576859504132231304e-01,2.485714285714285765e+00
5.363636363636363757e-01,5.571428571428571619e-01,2.514049586776858636e-01,9.576859504132229084e-01,3.514285714285714235e+00
5.363636363636363757e-01,6.714285714285714857e-01,2.514049586776858081e-01,9.576859504132230194e-01,4.542857142857144481e+00
5.363636363636363757e-01,7.857142857142856984e-01,2.514049586776858636e-01,9.576859504132230194e-01,5.567774936061381297e+00
5.363636363636363757e-01,9.000000000000000222e-01,2.514049586776858636e-01,9.576859504132231304e-01,6.000000000000000000e+00
6.090909090909091272e-01,1.000000000000000056e-01,8.099173553718971158e-03,6.191735537190080629e-01,0.000000000000000000e+00
6.090909090909091272e-01,2.142857142857143016e-01,8.099173553718969423e-03,6.191735537190080629e-01,4.322250639386191473e-01
6.090909090909091272e-01,3.285714285714286254e-01,8.099173553718971158e-03,6.191735537190079519e-01,1.457142857142857739e+00
6.090909090909091272e-01,4.428571428571428381e-01,8.099173553718971158e-03,6.191735537190079519e-01,2.485714285714285765e+00
6.090909090909091272e-01,5.571428571428571619e-01,8.099173553718971158e-03,6.191735537190079519e-01,3.514285714285714235e+00
6.090909090909091272e-01,6.714285714285714857e-01,8.099173553718971158e-03,6.191735537190079519e-01,4.542857142857142705e+00
6.090909090909091272e-01,7.857142857142856984e-01,8.099173553718971158e-03,6.191735537190079519e-01,5.567774936061381297e+00
6.090909090909091272e-01,9.000000000000000222e-01,8.099173553718971158e-03,6.191735537190079519e-01,6.000000000000000000e+00
6.818181818181818787e-01,1.000000000000000056e-01,1.033057851239671532e-01,1.487603305785120955e-01,0.000000000000000000e+00
6.818181818181818787e-01,2.142857142857143016e-01,1.033057851239671532e-01,1.487603305785121510e-01,4.322250639386191473e-01
6.818181818181818787e-01,3.285714285714286254e-01,1.033057851239671532e-01,1.487603305785120955e-01,1.457142857142857739e+00
6.818181818181818787e-01,4.428571428571428381e-01,1.033057851239671671e-01,1.487603305785121233e-01,2.485714285714285765e+00
6.818181818181818787e-01,5.571428571428571619e-01,1.033057851239671532e-01,1.487603305785121233e-01,3.514285714285713791e+00
6.818181818181818787e-01,6.714285714285714857e-01,1.033057851239671671e-01,1.487603305785121233e-01,4.542857142857144481e+00
6.818181818181818787e-01,7.857142857142856984e-01,1.033057851239671532e-01,1.487603305785121233e-01,5.567774936061380409e+00
6.818181818181818787e-01,9.000000000000000222e-01,1.033057851239671671e-01,1.487603305785121233e-01,6.000000000000000000e+00
7.545454545454546302e-01,1.000000000000000056e-01,5.353953026794581183e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.545454545454546302e-01,2.142857142857143016e-01,5.353953026794582293e-01,0.000000000000000000e+00,4.322250639386191473e-01
7.545454545454546302e-01,3.285714285714286254e-01,5.353953026794580072e-01,0.000000000000000000e+00,1.457142857142857739e+00
7.545454545454546302e-01,4.428571428571428381e-01,5.353953026794581183e-01,0.000000000000000000e+00,2.485714285714285321e+00
7.545454545454546302e-01,5.571428571428571619e-01,5.353953026794581183e-01,0.000000000000000000e+00,3.514285714285714679e+00
7.545454545454546302e-01,6.714285714285714857e-01,5.353953026794581183e-01,0.000000000000000000e+00,4.542857142857142705e+00
7.545454545454546302e-01,7.857142857142856984e-01,5.353953026794581183e-01,0.000000000000000000e+00,5.567774936061381297e+00
7.545454545454546302e-01,9.000000000000000222e-01,5.353953026794582293e-01,0.000000000000000000e+00,6.000000000000000888e+00
8.272727272727273817e-01,1.000000000000000056e-01,9.098896608091544547e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.272727272727273817e-01,2.142857142857143016e-01,9.098896608091544547e-01,0.000000000000000000e+00,4.322250639386191473e-01
8.272727272727273817e-01,3.285714285714286254e-01,9.098896608091544547e-01,0.000000000000000000e+00,1.457142857142857517e+00
8.272727272727273817e-01,4.428571428571428381e-01,9.098896608091543436e-01,0.000000000000000000e+00,2.485714285714285765e+00
8.272727272727273817e-01,5.571428571428571619e-01,9.098896608091544547e-01,0.000000000000000000e+00,3.514285714285714679e+00
8.272727272727273817e-01,6.714285714285714857e-01,9.098896608091544547e-01,0.000000000000000000e+00,4.542857142857142705e+00
8.272727272727273817e-01,7.857142857142856984e-01,9.098896608091542326e-01,0.000000000000000000e+00,5.567774936061381297e+00
8.272727272727273817e-01,9.000000000000000222e-01,9.098896608091543436e-01,0.000000000000000000e+00,5.999999999999999112e+00
9.000000000000000222e-01,1.000000000000000056e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,2.142857142857143016e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.322250639386192028e-01
9.000000000000000222e-01,3.285714285714286254e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.457142857142857517e+00
9.000000000000000222e-01,4.428571428571428381e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.485714285714285321e+00
9.000000000000000222e-01,5.571428571428571619e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.514285714285715123e+00
9.000000000000000222e-01,6.714285714285714857e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.542857142857143593e+00
9.000000000000000222e-01,7.857142857142856984e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.567774936061381297e+00
9.000000000000000222e-01,9.000000000000000222e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
