u,v,x,y,z
8.695652173913043237e-02,4.117647058823529216e-01,7.919079326817846098e-02,-5.809103729708614636e-04,2.364705882352942989e+00
8.695652173913043237e-02,4.705882352941176405e-01,7.919079326817857201e-02,-5.809103729708556089e-04,2.788235294117647367e+00
8.695652173913043237e-02,5.294117647058823595e-01,7.919079326817865527e-02,-5.809103729708546332e-04,3.211764705882353965e+00
8.695652173913043237e-02,5.882352941176470784e-01,7.919079326817865527e-02,-5.809103729708555005e-04,3.635294117647058787e+00
8.695652173913043237e-02,6.470588235294117974e-01,7.919079326817848874e-02,-5.809103729708598373e-04,4.058823529411764497e+00
8.695652173913043237e-02,7.058823529411764053e-01,7.919079326817812792e-02,-5.809103729708621142e-04,4.482352941176469763e+00
8.695652173913043237e-02,7.647058823529411242e-01,7.919079326817840547e-02,-5.809103729708466101e-04,4.904024248066413350e+00
8.695652173913043237e-02,8.235294117647058432e-01,7.919079326817861364e-02,-5.809103729708577774e-04,5.336844184204966979e+00
8.695652173913043237e-02,8.823529411764705621e-01,7.919079326817854425e-02,-5.809103729708592952e-04,5.700581277276739023e+00
8.695652173913043237e-02,9.411764705882352811e-01,7.919079326817846098e-02,-5.809103729708548500e-04,5.939569267508052697e+00
8.695652173913043237e-02,1.000000000000000000e+00,7.919079326817859976e-02,-5.809103729708566932e-04,5.998141895125236545e+00
1.304347826086956486e-01,0.000000000000000000e+00,2.177057265856774393e-01,-2.033186305398034313e-03,1.858104874769587241e-03
1.304347826086956486e-01,5.882352941176470507e-02,2.177057265856776891e-01,-2.033186305398033446e-03,6.043073249194822610e-02
1.304347826086956486e-01,1.176470588235294101e-01,2.177057265856778834e-01,-2.033186305398023905e-03,2.994187227232648074e-01
1.304347826086956486e-01,1.764705882352941013e-01,2.177057265856780499e-01,-2.033186305398012195e-03,6.631558157950395715e-01
1.304347826086956486e-01,2.352941176470588203e-01,2.177057265856781609e-01,-2.033186305398011762e-03,1.095975751933593090e+00
1.304347826086956486e-01,2.941176470588235392e-01,2.177057265856784107e-01,-2.033186305398011328e-03,1.517647058823532680e+00
1.304347826086956486e-01,3.529411764705882026e-01,2.177057265856782997e-01,-2.033186305398010027e-03,1.941176470588237502e+00
1.304347826086956486e-01,4.117647058823529216e-01,2.177057265856781332e-01,-2.033186305398020435e-03,2.364705882352942545e+00
1.304347826086956486e-01,4.705882352941176405e-01,2.177057265856782164e-01,-2.033186305398014364e-03,2.788235294117647811e+00
1.304347826086956486e-01,5.294117647058823595e-01,2.177057265856781332e-01,-2.033186305398016532e-03,3.211764705882353965e+00
1.304347826086956486e-01,5.882352941176470784e-01,2.177057265856781887e-01,-2.033186305398017833e-03,3.635294117647059675e+00
1.304347826086956486e-01,6.470588235294117974e-01,2.177057265856781054e-01,-2.033186305398021303e-03,4.058823529411764497e+00
1.304347826086956486e-01,7.058823529411764053e-01,2.177057265856778001e-01,-2.033186305398024772e-03,4.482352941176470651e+00
1.304347826086956486e-01,7.647058823529411242e-01,2.177057265856781887e-01,-2.033186305398000920e-03,4.904024248066411573e+00
1.304347826086956486e-01,8.235294117647058432e-01,2.177057265856781054e-01,-2.033186305398015665e-03,5.336844184204963426e+00
1.304347826086956486e-01,8.823529411764705621e-01,2.177057265856781054e-01,-2.033186305398016966e-03,5.700581277276733694e+00
1.304347826086956486e-01,9.411764705882352811e-01,2.177057265856781609e-01,-2.033186305398014797e-03,5.939569267508052697e+00
1.304347826086956486e-01,1.000000000000000000e+00,2.177057265856783830e-01,-2.033186305398019568e-03,5.998141895125234768e+00
1.739130434782608647e-01,0.000000000000000000e+00,4.170497172076947368e-01,2.323641491883450191e-03,1.858104874769220781e-03
1.739130434782608647e-01,5.882352941176470507e-02,4.170497172076950143e-01,2.323641491883445421e-03,6.043073249194794855e-02
1.739130434782608647e-01,1.176470588235294101e-01,4.170497172076952364e-01,2.323641491883449324e-03,2.994187227232646409e-01
1.739130434782608647e-01,1.764705882352941013e-01,4.170497172076953474e-01,2.323641491883461467e-03,6.631558157950394605e-01
1.739130434782608647e-01,2.352941176470588203e-01,4.170497172076953474e-01,2.323641491883457130e-03,1.095975751933592424e+00
1.739130434782608647e-01,2.941176470588235392e-01,4.170497172076957360e-01,2.323641491883467105e-03,1.517647058823532458e+00
1.739130434782608647e-01,3.529411764705882026e-01,4.170497172076956249e-01,2.323641491883466671e-03,1.941176470588237502e+00
1.739130434782608647e-01,4.117647058823529216e-01,4.170497172076954584e-01,2.323641491883457998e-03,2.364705882352942545e+00
1.739130434782608647e-01,4.705882352941176405e-01,4.170497172076954029e-01,2.323641491883458865e-03,2.788235294117647367e+00
1.739130434782608647e-01,5.294117647058823595e-01,4.170497172076951253e-01,2.323641491883453227e-03,3.211764705882352633e+00
1.739130434782608647e-01,5.882352941176470784e-01,4.170497172076952919e-01,2.323641491883450191e-03,3.635294117647058787e+00
1.739130434782608647e-01,6.470588235294117974e-01,4.170497172076952919e-01,2.323641491883451059e-03,4.058823529411763609e+00
1.739130434782608647e-01,7.058823529411764053e-01,4.170497172076950143e-01,2.323641491883446722e-03,4.482352941176470651e+00
1.739130434782608647e-01,7.647058823529411242e-01,4.170497172076956804e-01,2.323641491883466238e-03,4.904024248066408909e+00
1.739130434782608647e-01,8.235294117647058432e-01,4.170497172076952919e-01,2.323641491883460600e-03,5.336844184204958097e+00
1.739130434782608647e-01,8.823529411764705621e-01,4.170497172076952364e-01,2.323641491883457564e-03,5.700581277276731917e+00
1.739130434782608647e-01,9.411764705882352811e-01,4.170497172076953474e-01,2.323641491883455396e-03,5.939569267508048256e+00
1.739130434782608647e-01,1.000000000000000000e+00,4.170497172076956804e-01,2.323641491883446722e-03,5.998141895125231216e+00
2.173913043478260809e-01,0.000000000000000000e+00,6.733647747865294519e-01,1.757253878236862688e-02,1.858104874769121902e-03
2.173913043478260809e-01,5.882352941176470507e-02,6.733647747865296740e-01,1.757253878236860259e-02,6.043073249194784446e-02
2.173913043478260809e-01,1.176470588235294101e-01,6.733647747865300071e-01,1.757253878236860953e-02,2.994187227232648629e-01
2.173913043478260809e-01,1.764705882352941013e-01,6.733647747865300071e-01,1.757253878236861994e-02,6.631558157950396826e-01
2.173913043478260809e-01,2.352941176470588203e-01,6.733647747865298960e-01,1.757253878236859912e-02,1.095975751933592202e+00
2.173913043478260809e-01,2.941176470588235392e-01,6.733647747865301181e-01,1.757253878236861994e-02,1.517647058823532458e+00
2.173913043478260809e-01,3.529411764705882026e-01,6.733647747865298960e-01,1.757253878236860953e-02,1.941176470588237724e+00
2.173913043478260809e-01,4.117647058823529216e-01,6.733647747865300071e-01,1.757253878236861994e-02,2.364705882352943433e+00
2.173913043478260809e-01,4.705882352941176405e-01,6.733647747865296740e-01,1.757253878236861300e-02,2.788235294117646923e+00
2.173913043478260809e-01,5.294117647058823595e-01,6.733647747865291189e-01,1.757253878236859218e-02,3.211764705882351301e+00
2.173913043478260809e-01,5.882352941176470784e-01,6.733647747865294519e-01,1.757253878236859218e-02,3.635294117647057899e+00
2.173913043478260809e-01,6.470588235294117974e-01,6.733647747865295630e-01,1.757253878236859912e-02,4.058823529411764497e+00
2.173913043478260809e-01,7.058823529411764053e-01,6.733647747865293409e-01,1.757253878236859565e-02,4.482352941176470651e+00
2.173913043478260809e-01,7.647058823529411242e-01,6.733647747865302291e-01,1.757253878236859912e-02,4.904024248066404468e+00
2.173913043478260809e-01,8.235294117647058432e-01,6.733647747865298960e-01,1.757253878236860259e-02,5.336844184204957209e+00
2.173913043478260809e-01,8.823529411764705621e-01,6.733647747865297850e-01,1.757253878236860606e-02,5.700581277276731029e+00
2.173913043478260809e-01,9.411764705882352811e-01,6.733647747865296740e-01,1.757253878236860259e-02,5.939569267508048256e+00
2.173913043478260809e-01,1.000000000000000000e+00,6.733647747865301181e-01,1.757253878236859218e-02,5.998141895125230327e+00
2.608695652173912971e-01,0.000000000000000000e+00,8.593194706994317089e-01,1.071557595943285895e-01,1.858104874772462112e-03
2.608695652173912971e-01,5.882352941176470507e-02,8.593194706994323750e-01,1.071557595943257307e-01,6.043073249195028696e-02
2.608695652173912971e-01,1.176470588235294101e-01,8.593194706994327081e-01,1.071557595943250230e-01,2.994187227232660842e-01
2.608695652173912971e-01,1.764705882352941013e-01,8.593194706994331522e-01,1.071557595943249674e-01,6.631558157950401267e-01
2.608695652173912971e-01,2.352941176470588203e-01,8.593194706994332632e-01,1.071557595943242180e-01,1.095975751933593534e+00
2.608695652173912971e-01,2.941176470588235392e-01,8.593194706994323750e-01,1.071557595943222613e-01,1.517647058823528683e+00
2.608695652173912971e-01,3.529411764705882026e-01,8.593194706994330412e-01,1.071557595943226915e-01,1.941176470588235947e+00
2.608695652173912971e-01,4.117647058823529216e-01,8.593194706994324861e-01,1.071557595943223029e-01,2.364705882352942101e+00
2.608695652173912971e-01,4.705882352941176405e-01,8.593194706994328191e-01,1.071557595943223168e-01,2.788235294117645147e+00
2.608695652173912971e-01,5.294117647058823595e-01,8.593194706994347065e-01,1.071557595943241764e-01,3.211764705882362847e+00
2.608695652173912971e-01,5.882352941176470784e-01,8.593194706994332632e-01,1.071557595943237323e-01,3.635294117647065004e+00
2.608695652173912971e-01,6.470588235294117974e-01,8.593194706994341514e-01,1.071557595943236491e-01,4.058823529411770714e+00
2.608695652173912971e-01,7.058823529411764053e-01,8.593194706994329302e-01,1.071557595943224694e-01,4.482352941176472427e+00
2.608695652173912971e-01,7.647058823529411242e-01,8.593194706994330412e-01,1.071557595943222613e-01,4.904024248066403580e+00
2.608695652173912971e-01,8.235294117647058432e-01,8.593194706994320420e-01,1.071557595943221919e-01,5.336844184204950992e+00
2.608695652173912971e-01,8.823529411764705621e-01,8.593194706994323750e-01,1.071557595943224833e-01,5.700581277276727477e+00
2.608695652173912971e-01,9.411764705882352811e-01,8.593194706994329302e-01,1.071557595943227054e-01,5.939569267508049144e+00
2.608695652173912971e-01,1.000000000000000000e+00,8.593194706994321530e-01,1.071557595943224694e-01,5.998141895125224110e+00
3.043478260869565410e-01,0.000000000000000000e+00,9.682041587901700774e-01,2.886014342725149451e-01,1.858104874771116617e-03
3.043478260869565410e-01,5.882352941176470507e-02,9.682041587901698554e-01,2.886014342725138904e-01,6.043073249194914204e-02
3.043478260869565410e-01,1.176470588235294101e-01,9.682041587901698554e-01,2.886014342725131687e-01,2.994187227232653070e-01
3.043478260869565410e-01,1.764705882352941013e-01,9.682041587901700774e-01,2.886014342725128357e-01,6.631558157950401267e-01
3.043478260869565410e-01,2.352941176470588203e-01,9.682041587901706325e-01,2.886014342725125581e-01,1.095975751933593090e+00
3.043478260869565410e-01,2.941176470588235392e-01,9.682041587901699664e-01,2.886014342725120585e-01,1.517647058823529571e+00
3.043478260869565410e-01,3.529411764705882026e-01,9.682041587901700774e-01,2.886014342725121140e-01,1.941176470588235725e+00
3.043478260869565410e-01,4.117647058823529216e-01,9.682041587901700774e-01,2.886014342725116699e-01,2.364705882352941657e+00
3.043478260869565410e-01,4.705882352941176405e-01,9.682041587901698554e-01,2.886014342725118920e-01,2.788235294117645591e+00
3.043478260869565410e-01,5.294117647058823595e-01,9.682041587901716317e-01,2.886014342725129467e-01,3.211764705882361515e+00
3.043478260869565410e-01,5.882352941176470784e-01,9.682041587901714097e-01,2.886014342725126136e-01,3.635294117647065448e+00
3.043478260869565410e-01,6.470588235294117974e-01,9.682041587901712987e-01,2.886014342725123361e-01,4.058823529411768050e+00
3.043478260869565410e-01,7.058823529411764053e-01,9.682041587901707436e-01,2.886014342725121140e-01,4.482352941176474204e+00
3.043478260869565410e-01,7.647058823529411242e-01,9.682041587901702995e-01,2.886014342725118365e-01,4.904024248066405356e+00
3.043478260869565410e-01,8.235294117647058432e-01,9.682041587901694113e-01,2.886014342725120030e-01,5.336844184204952768e+00
3.043478260869565410e-01,8.823529411764705621e-01,9.682041587901698554e-01,2.886014342725122250e-01,5.700581277276731917e+00
3.043478260869565410e-01,9.411764705882352811e-01,9.682041587901702995e-01,2.886014342725121140e-01,5.939569267508050920e+00
3.043478260869565410e-01,1.000000000000000000e+00,9.682041587901695223e-01,2.886014342725119475e-01,5.998141895125230327e+00
3.478260869565217295e-01,0.000000000000000000e+00,9.996597353497164162e-01,5.207285384223012681e-01,1.858104874769855690e-03
3.478260869565217295e-01,5.882352941176470507e-02,9.996597353497160832e-01,5.207285384223012681e-01,6.043073249194829549e-02
3.478260869565217295e-01,1.176470588235294101e-01,9.996597353497161942e-01,5.207285384223008240e-01,2.994187227232647519e-01
3.478260869565217295e-01,1.764705882352941013e-01,9.996597353497160832e-01,5.207285384223003799e-01,6.631558157950394605e-01
3.478260869565217295e-01,2.352941176470588203e-01,9.996597353497165273e-01,5.207285384223004909e-01,1.095975751933593090e+00
3.478260869565217295e-01,2.941176470588235392e-01,9.996597353497161942e-01,5.207285384223007130e-01,1.517647058823530237e+00
3.478260869565217295e-01,3.529411764705882026e-01,9.996597353497160832e-01,5.207285384223006020e-01,1.941176470588235281e+00
3.478260869565217295e-01,4.117647058823529216e-01,9.996597353497160832e-01,5.207285384223003799e-01,2.364705882352941213e+00
3.478260869565217295e-01,4.705882352941176405e-01,9.996597353497159721e-01,5.207285384223007130e-01,2.788235294117646035e+00
3.478260869565217295e-01,5.294117647058823595e-01,9.996597353497176375e-01,5.207285384223009350e-01,3.211764705882359294e+00
3.478260869565217295e-01,5.882352941176470784e-01,9.996597353497179705e-01,5.207285384223007130e-01,3.635294117647064560e+00
3.478260869565217295e-01,6.470588235294117974e-01,9.996597353497173044e-01,5.207285384223007130e-01,4.058823529411768938e+00
3.478260869565217295e-01,7.058823529411764053e-01,9.996597353497173044e-01,5.207285384223008240e-01,4.482352941176475980e+00
3.478260869565217295e-01,7.647058823529411242e-01,9.996597353497166383e-01,5.207285384223004909e-01,4.904024248066406244e+00
3.478260869565217295e-01,8.235294117647058432e-01,9.996597353497159721e-01,5.207285384223007130e-01,5.336844184204956321e+00
3.478260869565217295e-01,8.823529411764705621e-01,9.996597353497160832e-01,5.207285384223006020e-01,5.700581277276730141e+00
3.478260869565217295e-01,9.411764705882352811e-01,9.996597353497164162e-01,5.207285384223004909e-01,5.939569267508051809e+00
3.478260869565217295e-01,1.000000000000000000e+00,9.996597353497159721e-01,5.207285384223003799e-01,5.998141895125231216e+00
3.913043478260869179e-01,0.000000000000000000e+00,9.536862003780716135e-01,7.501113211510177514e-01,1.858104874768705568e-03
3.913043478260869179e-01,5.882352941176470507e-02,9.536862003780712804e-01,7.501113211510184176e-01,6.043073249194764324e-02
3.913043478260869179e-01,1.176470588235294101e-01,9.536862003780715025e-01,7.501113211510185286e-01,2.994187227232643078e-01
3.913043478260869179e-01,1.764705882352941013e-01,9.536862003780715025e-01,7.501113211510185286e-01,6.631558157950392385e-01
3.913043478260869179e-01,2.352941176470588203e-01,9.536862003780719466e-01,7.501113211510186396e-01,1.095975751933592868e+00
3.913043478260869179e-01,2.941176470588235392e-01,9.536862003780716135e-01,7.501113211510190837e-01,1.517647058823529793e+00
3.913043478260869179e-01,3.529411764705882026e-01,9.536862003780719466e-01,7.501113211510191947e-01,1.941176470588235281e+00
3.913043478260869179e-01,4.117647058823529216e-01,9.536862003780716135e-01,7.501113211510190837e-01,2.364705882352941657e+00
3.913043478260869179e-01,4.705882352941176405e-01,9.536862003780717245e-01,7.501113211510197498e-01,2.788235294117647811e+00
3.913043478260869179e-01,5.294117647058823595e-01,9.536862003780731678e-01,7.501113211510190837e-01,3.211764705882358406e+00
3.913043478260869179e-01,5.882352941176470784e-01,9.536862003780731678e-01,7.501113211510190837e-01,3.635294117647065004e+00
3.913043478260869179e-01,6.470588235294117974e-01,9.536862003780727237e-01,7.501113211510191947e-01,4.058823529411769826e+00
3.913043478260869179e-01,7.058823529411764053e-01,9.536862003780728347e-01,7.501113211510195278e-01,4.482352941176475980e+00
3.913043478260869179e-01,7.647058823529411242e-01,9.536862003780723906e-01,7.501113211510193057e-01,4.904024248066408020e+00
3.913043478260869179e-01,8.235294117647058432e-01,9.536862003780720576e-01,7.501113211510190837e-01,5.336844184204957209e+00
3.913043478260869179e-01,8.823529411764705621e-01,9.536862003780718355e-01,7.501113211510187506e-01,5.700581277276731917e+00
3.913043478260869179e-01,9.411764705882352811e-01,9.536862003780717245e-01,7.501113211510188616e-01,5.939569267508050032e+00
3.913043478260869179e-01,1.000000000000000000e+00,9.536862003780717245e-01,7.501113211510185286e-01,5.998141895125231216e+00
4.347826086956521618e-01,0.000000000000000000e+00,8.302835538752353362e-01,9.233240315659949626e-01,1.858104874767689454e-03
4.347826086956521618e-01,5.882352941176470507e-02,8.302835538752358913e-01,9.233240315659959618e-01,6.043073249194704649e-02
4.347826086956521618e-01,1.176470588235294101e-01,8.302835538752360023e-01,9.233240315659966280e-01,2.994187227232639192e-01
4.347826086956521618e-01,1.764705882352941013e-01,8.302835538752360023e-01,9.233240315659969610e-01,6.631558157950390164e-01
4.347826086956521618e-01,2.352941176470588203e-01,8.302835538752363354e-01,9.233240315659974051e-01,1.095975751933593090e+00
4.347826086956521618e-01,2.941176470588235392e-01,8.302835538752361133e-01,9.233240315659979602e-01,1.517647058823529349e+00
4.347826086956521618e-01,3.529411764705882026e-01,8.302835538752364464e-01,9.233240315659982933e-01,1.941176470588235059e+00
4.347826086956521618e-01,4.117647058823529216e-01,8.302835538752362243e-01,9.233240315659985153e-01,2.364705882352942101e+00
4.347826086956521618e-01,4.705882352941176405e-01,8.302835538752364464e-01,9.233240315659987374e-01,2.788235294117647811e+00
4.347826086956521618e-01,5.294117647058823595e-01,8.302835538752373346e-01,9.233240315659979602e-01,3.211764705882358850e+00
4.347826086956521618e-01,5.882352941176470784e-01,8.302835538752373346e-01,9.233240315659979602e-01,3.635294117647064560e+00
4.347826086956521618e-01,6.470588235294117974e-01,8.302835538752373346e-01,9.233240315659984043e-01,4.058823529411769826e+00
4.347826086956521618e-01,7.058823529411764053e-01,8.302835538752373346e-01,9.233240315659982933e-01,4.482352941176475092e+00
4.347826086956521618e-01,7.647058823529411242e-01,8.302835538752374456e-01,9.233240315659980713e-01,4.904024248066409797e+00
4.347826086956521618e-01,8.235294117647058432e-01,8.302835538752367794e-01,9.233240315659977382e-01,5.336844184204958985e+00
4.347826086956521618e-01,8.823529411764705621e-01,8.302835538752364464e-01,9.233240315659976272e-01,5.700581277276733694e+00
4.347826086956521618e-01,9.411764705882352811e-01,8.302835538752362243e-01,9.233240315659976272e-01,5.939569267508050032e+00
4.347826086956521618e-01,1.000000000000000000e+00,8.302835538752361133e-01,9.233240315659975161e-01,5.998141895125230327e+00
4.782608695652174058e-01,0.000000000000000000e+00,6.294517958412083614e-01,9.869409187745622480e-01,1.858104874766832500e-03
4.782608695652174058e-01,5.882352941176470507e-02,6.294517958412086944e-01,9.869409187745639134e-01,6.043073249194639424e-02
4.782608695652174058e-01,1.176470588235294101e-01,6.294517958412091385e-01,9.869409187745651346e-01,2.994187227232635307e-01
4.782608695652174058e-01,1.764705882352941013e-01,6.294517958412094716e-01,9.869409187745659118e-01,6.631558157950387944e-01
4.782608695652174058e-01,2.352941176470588203e-01,6.294517958412100267e-01,9.869409187745668000e-01,1.095975751933592868e+00
4.782608695652174058e-01,2.941176470588235392e-01,6.294517958412100267e-01,9.869409187745675771e-01,1.517647058823529349e+00
4.782608695652174058e-01,3.529411764705882026e-01,6.294517958412104708e-01,9.869409187745681322e-01,1.941176470588235281e+00
4.782608695652174058e-01,4.117647058823529216e-01,6.294517958412102487e-01,9.869409187745681322e-01,2.364705882352942101e+00
4.782608695652174058e-01,4.705882352941176405e-01,6.294517958412102487e-01,9.869409187745685763e-01,2.788235294117648699e+00
4.782608695652174058e-01,5.294117647058823595e-01,6.294517958412108039e-01,9.869409187745673551e-01,3.211764705882359294e+00
4.782608695652174058e-01,5.882352941176470784e-01,6.294517958412108039e-01,9.869409187745676881e-01,3.635294117647064560e+00
4.782608695652174058e-01,6.470588235294117974e-01,6.294517958412108039e-01,9.869409187745676881e-01,4.058823529411768938e+00
4.782608695652174058e-01,7.058823529411764053e-01,6.294517958412109149e-01,9.869409187745681322e-01,4.482352941176475980e+00
4.782608695652174058e-01,7.647058823529411242e-01,6.294517958412112479e-01,9.869409187745666889e-01,4.904024248066409797e+00
4.782608695652174058e-01,8.235294117647058432e-01,6.294517958412105818e-01,9.869409187745669110e-01,5.336844184204959873e+00
4.782608695652174058e-01,8.823529411764705621e-01,6.294517958412103598e-01,9.869409187745671330e-01,5.700581277276736358e+00
4.782608695652174058e-01,9.411764705882352811e-01,6.294517958412103598e-01,9.869409187745673551e-01,5.939569267508053585e+00
4.782608695652174058e-01,1.000000000000000000e+00,6.294517958412098046e-01,9.869409187745672440e-01,5.998141895125230327e+00
5.217391304347825942e-01,0.000000000000000000e+00,3.705482041587898068e-01,9.869409187745679102e-01,1.858104874770380877e-03
5.217391304347825942e-01,5.882352941176470507e-02,3.705482041587901398e-01,9.869409187745680212e-01,6.043073249194921837e-02
5.217391304347825942e-01,1.176470588235294101e-01,3.705482041587900843e-01,9.869409187745674661e-01,2.994187227232654180e-01
5.217391304347825942e-01,1.764705882352941013e-01,3.705482041587901954e-01,9.869409187745669110e-01,6.631558157950397936e-01
5.217391304347825942e-01,2.352941176470588203e-01,3.705482041587903064e-01,9.869409187745670220e-01,1.095975751933593090e+00
5.217391304347825942e-01,2.941176470588235392e-01,3.705482041587903619e-01,9.869409187745679102e-01,1.517647058823529571e+00
5.217391304347825942e-01,3.529411764705882026e-01,3.705482041587900288e-01,9.869409187745676881e-01,1.941176470588235281e+00
5.217391304347825942e-01,4.117647058823529216e-01,3.705482041587902509e-01,9.869409187745675771e-01,2.364705882352942101e+00
5.217391304347825942e-01,4.705882352941176405e-01,3.705482041587903064e-01,9.869409187745675771e-01,2.788235294117648255e+00
5.217391304347825942e-01,5.294117647058823595e-01,3.705482041587901398e-01,9.869409187745673551e-01,3.211764705882353521e+00
5.217391304347825942e-01,5.882352941176470784e-01,3.705482041587903619e-01,9.869409187745680212e-01,3.635294117647058343e+00
5.217391304347825942e-01,6.470588235294117974e-01,3.705482041587904729e-01,9.869409187745682432e-01,4.058823529411768938e+00
5.217391304347825942e-01,7.058823529411764053e-01,3.705482041587901954e-01,9.869409187745672440e-01,4.482352941176467986e+00
5.217391304347825942e-01,7.647058823529411242e-01,3.705482041587909170e-01,9.869409187745710188e-01,4.904024248066423119e+00
5.217391304347825942e-01,8.235294117647058432e-01,3.705482041587903619e-01,9.869409187745695755e-01,5.336844184204965202e+00
5.217391304347825942e-01,8.823529411764705621e-01,3.705482041587900288e-01,9.869409187745676881e-01,5.700581277276736358e+00
